Family,Category,Stroke,Classifications,Keywords,Styles,Variable Axes,Subsets,Designers,Popularity Rank,Trending Rank,Is Noto,Date Added,Last Modified,Google Fonts URL
Baloo Tammudu 2,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention variable variable-font responsive variable-weight english western european extended-latin european telugu indian vietnamese,400 | 500 | 600 | 700 | 800,wght: -,latin | latin-ext | telugu | vietnamese,Ek Type,1016,377,No,2016-01-20,2025-09-11,https://fonts.google.com/specimen/Baloo+Tammudu+2
Baloo Thambi 2,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention variable variable-font responsive variable-weight english western european extended-latin european tamil indian vietnamese,400 | 500 | 600 | 700 | 800,wght: -,latin | latin-ext | tamil | vietnamese,Ek Type,866,1753,No,2016-01-20,2025-09-16,https://fonts.google.com/specimen/Baloo+Thambi+2
Balsamiq Sans,Display,Sans Serif,Display,bold decorative headline attention-grabbing creative expressive geometric humanist grotesque headline hero decorative large-text attention italic russian cyrillic slavic cyrillic extended english western european extended-latin european,400 | 400i | 700 | 700i,,cyrillic | cyrillic-ext | latin | latin-ext,Michael Angeles,412,116,No,2020-04-09,2025-09-08,https://fonts.google.com/specimen/Balsamiq+Sans
Balthazar,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone english western european,400,,latin,Dario Manuel Muhafara,890,847,No,2011-12-13,2025-09-16,https://fonts.google.com/specimen/Balthazar
Bangers,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention english western european extended-latin european vietnamese well-known common,400,,latin | latin-ext | vietnamese,Vernon Adams,254,221,No,2011-02-09,2025-09-08,https://fonts.google.com/specimen/Bangers
Barlow,Sans Serif,Sans Serif,,clean modern minimal professional readable neutral geometric humanist grotesque versatile multi-weight flexible italic english western european extended-latin european vietnamese top-popular trending most-used,100 | 100i | 200 | 200i | 300 | 300i | 400 | 400i | 500 | 500i | 600 | 600i | 700 | 700i | 800 | 800i | 900 | 900i,,latin | latin-ext | vietnamese,Jeremy Tribby,49,915,No,2017-10-26,2025-09-11,https://fonts.google.com/specimen/Barlow
Barlow Condensed,Sans Serif,Sans Serif,,clean modern minimal professional readable neutral geometric humanist grotesque versatile multi-weight flexible italic english western european extended-latin european vietnamese popular widely-used,100 | 100i | 200 | 200i | 300 | 300i | 400 | 400i | 500 | 500i | 600 | 600i | 700 | 700i | 800 | 800i | 900 | 900i,,latin | latin-ext | vietnamese,Jeremy Tribby,95,916,No,2017-10-26,2025-09-08,https://fonts.google.com/specimen/Barlow+Condensed
Barlow Semi Condensed,Sans Serif,Sans Serif,,clean modern minimal professional readable neutral geometric humanist grotesque versatile multi-weight flexible italic english western european extended-latin european vietnamese popular widely-used,100 | 100i | 200 | 200i | 300 | 300i | 400 | 400i | 500 | 500i | 600 | 600i | 700 | 700i | 800 | 800i | 900 | 900i,,latin | latin-ext | vietnamese,Jeremy Tribby,141,393,No,2017-10-26,2025-09-16,https://fonts.google.com/specimen/Barlow+Semi+Condensed
Barriecito,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention english western european extended-latin european vietnamese,400,,latin | latin-ext | vietnamese,Omnibus-Type,646,786,No,2019-06-11,2025-09-11,https://fonts.google.com/specimen/Barriecito
Barrio,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention english western european extended-latin european,400,,latin | latin-ext,Omnibus-Type,1226,960,No,2016-12-02,2025-09-11,https://fonts.google.com/specimen/Barrio
Basic,Sans Serif,Sans Serif,,clean modern minimal professional readable neutral geometric humanist grotesque english western european extended-latin european,400,,latin | latin-ext,Magnus Gaarde,552,1975,No,2011-12-15,2025-09-10,https://fonts.google.com/specimen/Basic
Baskervville,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone italic variable variable-font responsive variable-weight english western european extended-latin european well-known common,400 | 400i | 500 | 500i | 600 | 600i | 700 | 700i,wght: -,latin | latin-ext,ANRT,261,1632,No,2019-10-04,2025-09-11,https://fonts.google.com/specimen/Baskervville
Baskervville SC,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone variable variable-font responsive variable-weight english western european extended-latin european,400 | 500 | 600 | 700,wght: -,latin | latin-ext,ANRT,1276,414,No,2024-06-25,2025-09-08,https://fonts.google.com/specimen/Baskervville+SC
Battambang,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention khmer cambodian english western european,100 | 300 | 400 | 700 | 900,,khmer | latin,Danh Hong,953,546,No,2011-03-02,2025-09-04,https://fonts.google.com/specimen/Battambang
Baumans,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention english western european,400,,latin,Cyreal,1100,1566,No,2011-12-07,2025-09-08,https://fonts.google.com/specimen/Baumans
Bayon,Sans Serif,Sans Serif,Display,clean modern minimal professional readable neutral geometric humanist grotesque headline hero decorative large-text attention khmer cambodian english western european,400,,khmer | latin,Danh Hong,793,1563,No,2011-03-02,2025-09-11,https://fonts.google.com/specimen/Bayon
Be Vietnam Pro,Sans Serif,Sans Serif,,clean modern minimal professional readable neutral geometric humanist grotesque versatile multi-weight flexible italic english western european extended-latin european vietnamese well-known common,100 | 100i | 200 | 200i | 300 | 300i | 400 | 400i | 500 | 500i | 600 | 600i | 700 | 700i | 800 | 800i | 900 | 900i,,latin | latin-ext | vietnamese,Lâm Bảo | Tony Le | ViệtAnh Nguyễn,184,1983,No,2021-06-13,2025-09-08,https://fonts.google.com/specimen/Be+Vietnam+Pro
Beau Rivage,Handwriting,,Handwriting,personal casual friendly warm handwritten script organic  script cursive hand-drawn artistic informal english western european extended-latin european vietnamese,400,,latin | latin-ext | vietnamese,Robert Leuschke,1218,279,No,2022-02-16,2025-05-30,https://fonts.google.com/specimen/Beau+Rivage
Bebas Neue,Sans Serif,Sans Serif,Display,clean modern minimal professional readable neutral geometric humanist grotesque headline hero decorative large-text attention english western european extended-latin european top-popular trending most-used,400,,latin | latin-ext,Ryoichi Tsunekawa,48,814,No,2019-10-16,2025-09-16,https://fonts.google.com/specimen/Bebas+Neue
Beiruti,Sans Serif,Sans Serif,,clean modern minimal professional readable neutral geometric humanist grotesque versatile multi-weight flexible variable variable-font responsive variable-weight arabic RTL middle-east english western european extended-latin european vietnamese,200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,wght: -,arabic | latin | latin-ext | vietnamese,Boutros Fonts | Arlette Boutros | Volker Schnebel,1358,193,No,2024-06-25,2025-09-10,https://fonts.google.com/specimen/Beiruti
Belanosima,Sans Serif,Sans Serif,Display,clean modern minimal professional readable neutral geometric humanist grotesque headline hero decorative large-text attention english western european extended-latin european,400 | 600 | 700,,latin | latin-ext,The DocRepair Project | Santiago Orozco,458,619,No,2023-06-14,2025-06-02,https://fonts.google.com/specimen/Belanosima
Belgrano,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone english western european,400,,latin,LatinoType,1241,1637,No,2011-12-19,2025-09-04,https://fonts.google.com/specimen/Belgrano
Bellefair,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone hebrew RTL israeli english western european extended-latin european,400,,hebrew | latin | latin-ext,Nick Shinn | Liron Lavi Turkenic,664,1683,No,2017-06-28,2025-09-08,https://fonts.google.com/specimen/Bellefair
Belleza,Sans Serif,Sans Serif,,clean modern minimal professional readable neutral geometric humanist grotesque english western european extended-latin european,400,,latin | latin-ext,Eduardo Tunni,465,1960,No,2012-03-29,2025-09-04,https://fonts.google.com/specimen/Belleza
Bellota,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention italic russian cyrillic slavic english western european extended-latin european vietnamese,300 | 300i | 400 | 400i | 700 | 700i,,cyrillic | latin | latin-ext | vietnamese,Kemie Guaida,1056,1582,No,2020-01-16,2025-09-16,https://fonts.google.com/specimen/Bellota
Bellota Text,Display,Sans Serif,Display,bold decorative headline attention-grabbing creative expressive geometric humanist grotesque headline hero decorative large-text attention italic russian cyrillic slavic english western european extended-latin european vietnamese,300 | 300i | 400 | 400i | 700 | 700i,,cyrillic | latin | latin-ext | vietnamese,Kemie Guaida,645,2231,No,2020-01-16,2025-09-04,https://fonts.google.com/specimen/Bellota+Text
BenchNine,Sans Serif,Sans Serif,,clean modern minimal professional readable neutral geometric humanist grotesque english western european extended-latin european,300 | 400 | 700,,latin | latin-ext,Vernon Adams,538,1610,No,2012-09-24,2025-09-10,https://fonts.google.com/specimen/BenchNine
Benne,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone kannada indian english western european extended-latin european,400,,kannada | latin | latin-ext,John Harrington,1122,1253,No,2016-03-01,2025-09-11,https://fonts.google.com/specimen/Benne
Bentham,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone english western european extended-latin european,400,,latin | latin-ext,Ben Weiner,753,833,No,2010-11-30,2025-09-16,https://fonts.google.com/specimen/Bentham
Berkshire Swash,Handwriting,Serif,Display,personal casual friendly warm handwritten script organic transitional oldstyle didone headline hero decorative large-text attention english western european extended-latin european,400,,latin | latin-ext,Astigmatic,371,2058,No,2012-03-14,2025-09-11,https://fonts.google.com/specimen/Berkshire+Swash
Besley,Serif,Slab Serif,,elegant traditional classic refined literary editorial slab mechanical sturdy strong versatile multi-weight flexible italic variable variable-font responsive variable-weight english western european extended-latin european,400 | 400i | 500 | 500i | 600 | 600i | 700 | 700i | 800 | 800i | 900 | 900i,wght: -,latin | latin-ext,Owen Earl,530,1732,No,2021-01-05,2025-09-08,https://fonts.google.com/specimen/Besley
Betania Patmos,Handwriting,,Handwriting,personal casual friendly warm handwritten script organic  script cursive hand-drawn artistic informal english western european extended-latin european,400,,latin | latin-ext,Carolina Giovagnoli,1856,115,No,2026-02-12,2026-02-17,https://fonts.google.com/specimen/Betania+Patmos
Betania Patmos GDL,Handwriting,,Handwriting,personal casual friendly warm handwritten script organic  script cursive hand-drawn artistic informal english western european extended-latin european,400,,latin | latin-ext,Carolina Giovagnoli,1890,2219,No,2026-02-12,2026-02-17,https://fonts.google.com/specimen/Betania+Patmos+GDL
Betania Patmos In,Handwriting,,Handwriting,personal casual friendly warm handwritten script organic  script cursive hand-drawn artistic informal english western european extended-latin european,400,,latin | latin-ext,Carolina Giovagnoli,1879,2209,No,2026-02-12,2026-02-17,https://fonts.google.com/specimen/Betania+Patmos+In
Betania Patmos In GDL,Handwriting,,Handwriting,personal casual friendly warm handwritten script organic  script cursive hand-drawn artistic informal english western european extended-latin european,400,,latin | latin-ext,Carolina Giovagnoli,1878,2225,No,2026-02-12,2026-02-17,https://fonts.google.com/specimen/Betania+Patmos+In+GDL
Beth Ellen,Handwriting,,Handwriting,personal casual friendly warm handwritten script organic  script cursive hand-drawn artistic informal english western european,400,,latin,Rob Jelinski | Alyson Fraser Diaz,1130,1776,No,2019-05-09,2025-09-10,https://fonts.google.com/specimen/Beth+Ellen
Bevan,Serif,Slab Serif,Display,elegant traditional classic refined literary editorial slab mechanical sturdy strong headline hero decorative large-text attention italic english western european extended-latin european vietnamese,400 | 400i,,latin | latin-ext | vietnamese,Vernon Adams,534,1624,No,2011-02-23,2025-09-16,https://fonts.google.com/specimen/Bevan
BhuTuka Expanded One,Serif,Slab Serif,Display,elegant traditional classic refined literary editorial slab mechanical sturdy strong headline hero decorative large-text attention punjabi gurmukhi indian english western european extended-latin european,400,,gurmukhi | latin | latin-ext,Erin McLaughlin,1225,1308,No,2022-01-21,2025-09-08,https://fonts.google.com/specimen/BhuTuka+Expanded+One
Big Shoulders,Display,Sans Serif,Display,bold decorative headline attention-grabbing creative expressive geometric humanist grotesque headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight english western european extended-latin european vietnamese,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,opsz: - | wght: -,latin | latin-ext | vietnamese,Patric King,781,2003,No,2025-02-05,2025-09-02,https://fonts.google.com/specimen/Big+Shoulders
Big Shoulders Inline,Display,Sans Serif,Display,bold decorative headline attention-grabbing creative expressive geometric humanist grotesque headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight english western european extended-latin european vietnamese,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,opsz: - | wght: -,latin | latin-ext | vietnamese,Patric King,1649,138,No,2025-02-05,2025-09-04,https://fonts.google.com/specimen/Big+Shoulders+Inline
Big Shoulders Stencil,Display,Sans Serif,Display,bold decorative headline attention-grabbing creative expressive geometric humanist grotesque headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight english western european extended-latin european vietnamese,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,opsz: - | wght: -,latin | latin-ext | vietnamese,Patric King,1439,200,No,2025-02-05,2025-09-04,https://fonts.google.com/specimen/Big+Shoulders+Stencil
Bigelow Rules,Display,Serif,Display,bold decorative headline attention-grabbing creative expressive transitional oldstyle didone headline hero decorative large-text attention english western european extended-latin european,400,,latin | latin-ext,Astigmatic,1510,1622,No,2012-11-02,2025-09-11,https://fonts.google.com/specimen/Bigelow+Rules
Bigshot One,Display,Serif,Display,bold decorative headline attention-grabbing creative expressive transitional oldstyle didone headline hero decorative large-text attention english western european,400,,latin,Gesine Todt,1012,2134,No,2011-05-04,2025-09-10,https://fonts.google.com/specimen/Bigshot+One
Bilbo,Handwriting,,Handwriting,personal casual friendly warm handwritten script organic  script cursive hand-drawn artistic informal english western european extended-latin european vietnamese,400,,latin | latin-ext | vietnamese,Robert Leuschke,1405,1616,No,2011-12-07,2025-09-16,https://fonts.google.com/specimen/Bilbo
Bilbo Swash Caps,Handwriting,,Handwriting,personal casual friendly warm handwritten script organic  script cursive hand-drawn artistic informal english western european extended-latin european,400,,latin | latin-ext,TypeSETit,1003,1929,No,2011-12-13,2025-09-02,https://fonts.google.com/specimen/Bilbo+Swash+Caps
BioRhyme,Serif,Slab Serif,,elegant traditional classic refined literary editorial slab mechanical sturdy strong versatile multi-weight flexible variable variable-font responsive variable-weight variable-width english western european extended-latin european,200 | 300 | 400 | 500 | 600 | 700 | 800,wdth: - | wght: -,latin | latin-ext,Aoife Mooney,704,1701,No,2016-03-01,2025-09-16,https://fonts.google.com/specimen/BioRhyme
BioRhyme Expanded,Serif,Slab Serif,Display,elegant traditional classic refined literary editorial slab mechanical sturdy strong headline hero decorative large-text attention english western european extended-latin european,200 | 300 | 400 | 700 | 800,,latin | latin-ext,Aoife Mooney,1570,586,No,2016-06-15,2025-09-08,https://fonts.google.com/specimen/BioRhyme+Expanded
Birthstone,Handwriting,,Handwriting | Display,personal casual friendly warm handwritten script organic  script cursive hand-drawn artistic informal headline hero decorative large-text attention english western european extended-latin european vietnamese,400,,latin | latin-ext | vietnamese,Robert Leuschke,801,992,No,2021-08-06,2025-09-04,https://fonts.google.com/specimen/Birthstone
Birthstone Bounce,Handwriting,,Handwriting | Display,personal casual friendly warm handwritten script organic  script cursive hand-drawn artistic informal headline hero decorative large-text attention english western european extended-latin european vietnamese,400 | 500,,latin | latin-ext | vietnamese,Robert Leuschke,1162,231,No,2021-09-02,2025-09-04,https://fonts.google.com/specimen/Birthstone+Bounce
Biryani,Sans Serif,Sans Serif,,clean modern minimal professional readable neutral geometric humanist grotesque versatile multi-weight flexible hindi devanagari indian english western european extended-latin european,200 | 300 | 400 | 600 | 700 | 800 | 900,,devanagari | latin | latin-ext,Dan Reynolds | Mathieu Réguer,420,626,No,2015-04-22,2025-09-04,https://fonts.google.com/specimen/Biryani
Bitcount,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1704,154,No,2025-01-09,2025-09-16,https://fonts.google.com/specimen/Bitcount
Bitcount Grid Double,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1738,2301,No,2025-01-09,2025-09-16,https://fonts.google.com/specimen/Bitcount+Grid+Double
Bitcount Grid Double Ink,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | SZP1: - | SZP2: - | XPN1: - | XPN2: - | YPN1: - | YPN2: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1588,6,No,2025-09-11,2025-09-16,https://fonts.google.com/specimen/Bitcount+Grid+Double+Ink
Bitcount Grid Single,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1636,101,No,2025-01-09,2025-09-16,https://fonts.google.com/specimen/Bitcount+Grid+Single
Bitcount Grid Single Ink,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | SZP1: - | SZP2: - | XPN1: - | XPN2: - | YPN1: - | YPN2: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1737,23,No,2025-09-11,2025-09-16,https://fonts.google.com/specimen/Bitcount+Grid+Single+Ink
Bitcount Ink,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | SZP1: - | SZP2: - | XPN1: - | XPN2: - | YPN1: - | YPN2: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1686,7,No,2025-09-11,2025-09-16,https://fonts.google.com/specimen/Bitcount+Ink
Bitcount Prop Double,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1713,16,No,2025-01-09,2025-09-16,https://fonts.google.com/specimen/Bitcount+Prop+Double
Bitcount Prop Double Ink,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | SZP1: - | SZP2: - | XPN1: - | XPN2: - | YPN1: - | YPN2: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1233,3,No,2025-09-11,2025-09-16,https://fonts.google.com/specimen/Bitcount+Prop+Double+Ink
Bitcount Prop Single,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1615,237,No,2025-01-09,2025-09-16,https://fonts.google.com/specimen/Bitcount+Prop+Single
Bitcount Prop Single Ink,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | SZP1: - | SZP2: - | XPN1: - | XPN2: - | YPN1: - | YPN2: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1722,17,No,2025-09-11,2025-09-16,https://fonts.google.com/specimen/Bitcount+Prop+Single+Ink
Bitcount Single,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1553,1362,No,2025-01-09,2025-09-16,https://fonts.google.com/specimen/Bitcount+Single
Bitcount Single Ink,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention versatile multi-weight flexible variable variable-font responsive variable-weight variable-slant english western european extended-latin european,100 | 200 | 300 | 400 | 500 | 600 | 700 | 800 | 900,CRSV: - | ELSH: - | ELXP: - | SZP1: - | SZP2: - | XPN1: - | XPN2: - | YPN1: - | YPN2: - | slnt: - | wght: -,latin | latin-ext,Petr van Blokland,1759,32,No,2025-09-11,2025-09-16,https://fonts.google.com/specimen/Bitcount+Single+Ink
Bitter,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone versatile multi-weight flexible italic variable variable-font responsive variable-weight russian cyrillic slavic cyrillic extended english western european extended-latin european vietnamese popular widely-used,100 | 100i | 200 | 200i | 300 | 300i | 400 | 400i | 500 | 500i | 600 | 600i | 700 | 700i | 800 | 800i | 900 | 900i,wght: -,cyrillic | cyrillic-ext | latin | latin-ext | vietnamese,Sol Matas,92,875,No,2011-12-19,2025-09-04,https://fonts.google.com/specimen/Bitter
Black And White Picture,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention korean hangul english western european,400,,korean | latin,AsiaSoft Inc.,1674,2021,No,2018-02-27,2025-09-16,https://fonts.google.com/specimen/Black+And+White+Picture
Black Han Sans,Sans Serif,Sans Serif,Display,clean modern minimal professional readable neutral geometric humanist grotesque headline hero decorative large-text attention korean hangul english western european,400,,korean | latin,Zess Type,437,491,No,2018-02-23,2025-09-10,https://fonts.google.com/specimen/Black+Han+Sans
Black Ops One,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention cyrillic extended english western european extended-latin european vietnamese,400,,cyrillic-ext | latin | latin-ext | vietnamese,James Grieshaber | Eben Sorkin,476,1828,No,2011-07-27,2025-09-10,https://fonts.google.com/specimen/Black+Ops+One
Blaka,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention arabic RTL middle-east english western european extended-latin european,400,,arabic | latin | latin-ext,Mohamed Gaber,1563,1452,No,2022-04-25,2025-09-16,https://fonts.google.com/specimen/Blaka
Blaka Hollow,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention arabic RTL middle-east english western european extended-latin european,400,,arabic | latin | latin-ext,Mohamed Gaber,1837,538,No,2022-04-25,2025-09-11,https://fonts.google.com/specimen/Blaka+Hollow
Blaka Ink,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention arabic RTL middle-east english western european extended-latin european,400,,arabic | latin | latin-ext,Mohamed Gaber,1851,752,No,2022-02-26,2025-05-30,https://fonts.google.com/specimen/Blaka+Ink
Blinker,Sans Serif,Sans Serif,,clean modern minimal professional readable neutral geometric humanist grotesque versatile multi-weight flexible english western european extended-latin european,100 | 200 | 300 | 400 | 600 | 700 | 800 | 900,,latin | latin-ext,Juergen Huber,407,92,No,2019-06-23,2025-09-04,https://fonts.google.com/specimen/Blinker
Bodoni Moda,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone versatile multi-weight flexible italic variable variable-font responsive variable-weight english western european extended-latin european well-known common,400 | 400i | 500 | 500i | 600 | 600i | 700 | 700i | 800 | 800i | 900 | 900i,opsz: - | wght: -,latin | latin-ext | math | symbols,Owen Earl,162,312,No,2020-11-25,2025-09-16,https://fonts.google.com/specimen/Bodoni+Moda
Bodoni Moda SC,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone versatile multi-weight flexible italic variable variable-font responsive variable-weight english western european extended-latin european,400 | 400i | 500 | 500i | 600 | 600i | 700 | 700i | 800 | 800i | 900 | 900i,opsz: - | wght: -,latin | latin-ext | math | symbols,Owen Earl,1392,746,No,2024-06-25,2025-09-10,https://fonts.google.com/specimen/Bodoni+Moda+SC
Bokor,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention khmer cambodian english western european,400,,khmer | latin,Danh Hong,1030,728,No,2011-03-02,2025-09-16,https://fonts.google.com/specimen/Bokor
Boldonse,Display,,Display,bold decorative headline attention-grabbing creative expressive  headline hero decorative large-text attention english western european extended-latin european,400,,latin | latin-ext,Universitype,1369,1526,No,2025-03-13,2025-05-30,https://fonts.google.com/specimen/Boldonse
Bona Nova,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone italic russian cyrillic slavic cyrillic extended greek hebrew RTL israeli english western european extended-latin european vietnamese multilingual international,400 | 400i | 700,,cyrillic | cyrillic-ext | greek | hebrew | latin | latin-ext | vietnamese,Capitalics | Mateusz Machalski | Andrzej Heidrich,1167,1718,No,2021-04-13,2025-09-02,https://fonts.google.com/specimen/Bona+Nova
Bona Nova SC,Serif,Serif,,elegant traditional classic refined literary editorial transitional oldstyle didone italic russian cyrillic slavic cyrillic extended greek hebrew RTL israeli english western european extended-latin european vietnamese multilingual international,400 | 400i | 700,,cyrillic | cyrillic-ext | greek | hebrew | latin | latin-ext | vietnamese,Capitalics | Mateusz Machalski | Andrzej Heidrich,559,639,No,2024-06-25,2025-05-30,https://fonts.google.com/specimen/Bona+Nova+SC
Bonbon,Handwriting,,Display | Handwriting,personal casual friendly warm handwritten script organic  headline hero decorative large-text attention script cursive hand-drawn artistic informal english western european,400,,latin,Cyreal,1599,2167,No,2011-12-07,2025-09-11,https://fonts.google.com/specimen/Bonbon
Bonheur Royale,Handwriting,,Display | Handwriting,personal casual friendly warm handwritten script organic  headline hero decorative large-text attention script cursive hand-drawn artistic informal english western european extended-latin european vietnamese,400,,latin | latin-ext | vietnamese,Robert Leuschke,1179,322,No,2021-08-06,2025-09-10,https://fonts.google.com/specimen/Bonheur+Royale
Boogaloo,Display,Sans Serif,Display,bold decorative headline attention-grabbing creative expressive geometric humanist grotesque headline hero decorative large-text attention english western european,400,,latin,John Vargas Beltrán,498,1818,No,2011-12-19,2025-09-11,https://fonts.google.com/specimen/Boogaloo
Borel,Handwriting,Sans Serif,Handwriting,personal casual friendly warm handwritten script organic geometric humanist grotesque script cursive hand-drawn artistic informal english western european extended-latin european vietnamese,400,,latin | latin-ext | math | symbols | vietnamese,Rosalie Wagner,1164,2078,No,2023-07-04,2025-12-10,https://fonts.google.com/specimen/Borel
Bowlby One,Display,Sans Serif,Display,bold decorative headline attention-grabbing creative expressive geometric humanist grotesque headline hero decorative large-text attention english western european,400,,latin,Vernon Adams,750,673,No,2011-07-13,2025-09-02,https://fonts.google.com/specimen/Bowlby+One
Bowlby One SC,Display,Sans Serif,Display,bold decorative headline attention-grabbing creative expressive geometric humanist grotesque headline hero decorative large-text attention english western european extended-latin european,400,,latin | latin-ext,Vernon Adams,549,557,No,2011-07-06,2025-09-08,https://fonts.google.com/specimen/Bowlby+One+SC
Bpmf Huninn,Sans Serif,Sans Serif,,clean modern minimal professional readable neutral geometric humanist grotesque chinese traditional english western european extended-latin european,400,,chinese-traditional | latin | latin-ext,But Ko | justfont,1542,12,No,2026-02-18,2026-02-25,https://fonts.google.com/specimen/Bpmf+Huninn
